STRD_YYMM,SIDO_NM,CCG_NM,GENDER_CD,AGE_CD,TP_BUZ_NO,TP_BUZ_NM,amt,cnt,AGE_LABEL,amt_per_cnt
202604,경상남도,함안군,3,5,8021,스넥,1080000,51,50대,21176.470588235294
202605,전라남도,고흥군,3,2,4010,편의점,8290000,652,20대,12714.723926380368
202606,경기도,의왕시,3,5,8301,제과점,1200000,104,50대,11538.461538461539
202606,대전광역시,유성구,3,1,8001,일반한식,5990000,508,20대 이하,11791.338582677165
202606,광주광역시,북구,3,5,8301,제과점,8550000,645,50대,13255.813953488372
202601,경상북도,문경시,3,5,8005,중국음식,470000,21,50대,22380.95238095238
202602,경상남도,합천군,3,2,4010,편의점,1110000,91,20대,12197.802197802197
202601,경상남도,김해시,3,1,8301,제과점,230000,21,20대 이하,10952.380952380952
202605,경기도,광주시,3,3,8005,중국음식,10680000,352,30대,30340.909090909092
202604,서울특별시,강남구,3,1,8005,중국음식,720000,28,20대 이하,25714.285714285714
202604,경상북도,상주시,3,4,8301,제과점,1090000,66,40대,16515.151515151516
202601,전라남도,여수시,3,2,4004,대형할인점,17280000,289,20대,59792.3875432526
202605,경상남도,통영시,3,2,8301,제과점,470000,37,20대,12702.702702702703
202602,대구광역시,군위군,3,4,8001,일반한식,4150000,254,40대,16338.582677165354
202604,경상남도,거제시,3,5,8021,스넥,3240000,144,50대,22500.0
202606,경상남도,거제시,3,3,8005,중국음식,5310000,171,30대,31052.63157894737
202601,경기도,부천시 소사구,3,2,8021,스넥,1410000,128,20대,11015.625
202606,전라남도,장성군,3,5,8005,중국음식,1310000,55,50대,23818.18181818182
202605,경상남도,거창군,3,2,8005,중국음식,260000,11,20대,23636.363636363636
202601,서울특별시,성동구,3,6,8021,스넥,1980000,170,60대 이상,11647.058823529413
202601,대구광역시,동구,3,4,8005,중국음식,2840000,110,40대,25818.18181818182
202606,충청북도,괴산군,3,1,8021,스넥,170000,23,20대 이하,7391.304347826087
202606,서울특별시,도봉구,3,2,8004,일식회집,620000,24,20대,25833.333333333332
202606,경기도,용인시 처인구,3,6,8301,제과점,2590000,200,60대 이상,12950.0
202605,부산광역시,수영구,3,3,4004,대형할인점,1820000,102,30대,17843.13725490196
202603,강원특별자치도,속초시,3,4,8005,중국음식,2460000,68,40대,36176.470588235294
202603,경상남도,거창군,3,4,8001,일반한식,3560000,195,40대,18256.410256410258
202602,충청남도,청양군,3,3,4010,편의점,2320000,248,30대,9354.838709677419
202603,충청북도,제천시,3,5,8301,제과점,1540000,137,50대,11240.87591240876
202603,경상남도,창원시 성산구,3,4,8301,제과점,3920000,302,40대,12980.132450331126
202603,충청북도,제천시,3,5,8005,중국음식,2830000,93,50대,30430.107526881722
202603,광주광역시,북구,3,6,8004,일식회집,3700000,53,60대 이상,69811.32075471699
202604,경기도,양주시,3,1,8001,일반한식,1040000,43,20대 이하,24186.04651162791
202606,경기도,파주시,3,6,8004,일식회집,1720000,26,60대 이상,66153.84615384616
202602,인천광역시,중구,3,1,8001,일반한식,1700000,76,20대 이하,22368.42105263158
202603,충청남도,당진시,3,4,8004,일식회집,3220000,47,40대,68510.63829787234
202603,충청남도,공주시,3,3,4004,대형할인점,2220000,89,30대,24943.8202247191
202606,울산광역시,동구,3,6,4010,편의점,6060000,720,60대 이상,8416.666666666666
202605,인천광역시,강화군,3,6,8006,서양음식,4930000,277,60대 이상,17797.83393501805
202601,충청남도,청양군,3,5,4010,편의점,2320000,209,50대,11100.478468899522
202603,강원특별자치도,동해시,3,5,8001,일반한식,14090000,404,50대,34876.237623762376
202603,경기도,하남시,3,5,8021,스넥,3080000,178,50대,17303.370786516854
202603,충청남도,홍성군,3,3,8001,일반한식,12810000,381,30대,33622.04724409449
202605,경기도,오산시,3,6,8005,중국음식,13660000,299,60대 이상,45685.61872909699
202603,강원특별자치도,삼척시,3,3,4004,대형할인점,3200000,48,30대,66666.66666666667
202602,경기도,김포시,3,5,8004,일식회집,4310000,61,50대,70655.73770491804
202602,충청북도,옥천군,3,1,4020,슈퍼마켓,530000,37,20대 이하,14324.324324324325
202604,경기도,안성시,3,3,8004,일식회집,2270000,41,30대,55365.85365853659
202603,강원특별자치도,고성군,3,3,8301,제과점,160000,13,30대,12307.692307692309
202604,경기도,의정부시,3,2,8005,중국음식,3940000,186,20대,21182.795698924732
202603,경상남도,창원시 진해구,3,6,8005,중국음식,1960000,96,60대 이상,20416.666666666668
202604,강원특별자치도,영월군,3,2,8001,일반한식,2150000,81,20대,26543.20987654321
202603,충청북도,청주시 청원구,3,2,8005,중국음식,4900000,198,20대,24747.47474747475
202602,부산광역시,사상구,3,1,8021,스넥,810000,62,20대 이하,13064.516129032258
202606,울산광역시,북구,3,5,8004,일식회집,550000,13,50대,42307.692307692305
202604,충청남도,부여군,3,2,8301,제과점,280000,24,20대,11666.666666666666
202603,울산광역시,동구,3,6,4004,대형할인점,3940000,161,60대 이상,24472.049689440995
202604,전라남도,화순군,3,5,8021,스넥,1880000,92,50대,20434.782608695652
202604,대전광역시,유성구,3,5,8005,중국음식,5330000,194,50대,27474.22680412371
202606,울산광역시,북구,3,2,8001,일반한식,4780000,170,20대,28117.647058823528
202606,경상북도,성주군,3,1,4010,편의점,1880000,348,20대 이하,5402.298850574713
202605,부산광역시,영도구,3,5,8301,제과점,2510000,199,50대,12613.065326633166
202604,강원특별자치도,동해시,3,3,4004,대형할인점,2500000,52,30대,48076.92307692308
202606,부산광역시,동구,3,5,8004,일식회집,1120000,37,50대,30270.27027027027
202602,경기도,용인시 수지구,3,5,8301,제과점,1950000,175,50대,11142.857142857143
202602,전라남도,보성군,3,2,4010,편의점,1230000,111,20대,11081.081081081082
202602,울산광역시,중구,3,4,4004,대형할인점,8510000,153,40대,55620.91503267974
202605,경상북도,포항시 남구,3,5,8004,일식회집,3220000,45,50대,71555.55555555556
202606,전라남도,담양군,3,2,8021,스넥,1090000,46,20대,23695.652173913044
202601,경기도,성남시 수정구,3,1,8301,제과점,420000,51,20대 이하,8235.29411764706
202603,인천광역시,미추홀구,3,1,8021,스넥,1300000,139,20대 이하,9352.51798561151
202604,경상북도,포항시 북구,3,1,8301,제과점,60000,12,20대 이하,5000.0
202605,서울특별시,성동구,3,5,8005,중국음식,3790000,135,50대,28074.074074074073
202601,부산광역시,사상구,3,6,8301,제과점,1950000,189,60대 이상,10317.460317460318
202605,서울특별시,금천구,3,2,4020,슈퍼마켓,12770000,1081,20대,11813.13598519889
202604,세종특별자치시,세종특별자치시,3,6,8005,중국음식,4860000,173,60대 이상,28092.485549132947
202606,부산광역시,연제구,3,5,8004,일식회집,1880000,40,50대,47000.0
202602,대구광역시,서구,3,3,4004,대형할인점,18600000,281,30대,66192.17081850534
202602,전북특별자치도,장수군,3,6,8006,서양음식,790000,67,60대 이상,11791.044776119403
202606,충청남도,당진시,3,2,8005,중국음식,4600000,197,20대,23350.253807106597
202605,충청북도,증평군,3,6,4020,슈퍼마켓,6520000,293,60대 이상,22252.559726962456
202603,서울특별시,마포구,3,6,4010,편의점,15720000,1883,60대 이상,8348.380244291026
202601,부산광역시,연제구,3,2,8001,일반한식,10200000,308,20대,33116.88311688312
202603,인천광역시,계양구,3,5,8005,중국음식,3570000,117,50대,30512.82051282051
202601,전북특별자치도,김제시,3,4,8006,서양음식,4520000,291,40대,15532.646048109966
202603,경상남도,남해군,3,2,4010,편의점,6050000,453,20대,13355.408388520971
202605,경상남도,밀양시,3,5,8021,스넥,1070000,64,50대,16718.75
202601,부산광역시,영도구,3,4,4004,대형할인점,3290000,90,40대,36555.555555555555
202603,경기도,수원시 권선구,3,4,8005,중국음식,10170000,280,40대,36321.42857142857
202606,경기도,여주시,3,2,8301,제과점,1020000,102,20대,10000.0
202606,충청북도,단양군,3,5,8006,서양음식,1730000,111,50대,15585.585585585586
202605,충청북도,옥천군,3,3,8301,제과점,700000,62,30대,11290.322580645161
202601,부산광역시,연제구,3,3,4020,슈퍼마켓,6430000,602,30대,10681.063122923588
202606,부산광역시,동구,3,4,8005,중국음식,6210000,144,40대,43125.0
202605,서울특별시,중구,3,5,8004,일식회집,5590000,109,50대,51284.40366972477
202602,경상북도,포항시 북구,3,4,8005,중국음식,2170000,88,40대,24659.090909090908
202603,경기도,고양시 일산서구,3,2,8005,중국음식,470000,30,20대,15666.666666666666
202601,광주광역시,동구,3,4,8021,스넥,3610000,231,40대,15627.705627705627
202606,대구광역시,달성군,3,1,4020,슈퍼마켓,3800000,366,20대 이하,10382.513661202185
202605,강원특별자치도,평창군,3,4,8301,제과점,970000,73,40대,13287.671232876712
202604,경상남도,밀양시,3,1,4020,슈퍼마켓,790000,49,20대 이하,16122.448979591836
202605,부산광역시,사상구,3,3,8301,제과점,4850000,433,30대,11200.923787528869
202605,서울특별시,은평구,3,1,8006,서양음식,2330000,126,20대 이하,18492.06349206349
202605,강원특별자치도,인제군,3,4,8001,일반한식,4270000,112,40대,38125.0
202601,강원특별자치도,춘천시,3,1,4010,편의점,3600000,683,20대 이하,5270.863836017569
202606,충청북도,제천시,3,2,8021,스넥,2730000,126,20대,21666.666666666668
202606,울산광역시,남구,3,5,8301,제과점,3130000,236,50대,13262.71186440678
202603,경기도,동두천시,3,4,8301,제과점,960000,98,40대,9795.918367346938
202603,충청남도,태안군,3,5,4010,편의점,7740000,687,50대,11266.375545851528
202604,전라남도,무안군,3,6,4010,편의점,2170000,247,60대 이상,8785.425101214574
202603,대전광역시,서구,3,4,4004,대형할인점,19330000,488,40대,39610.65573770492
202602,부산광역시,사하구,3,5,8005,중국음식,4300000,145,50대,29655.172413793105
202604,전라남도,장성군,3,5,8301,제과점,490000,25,50대,19600.0
202602,전라남도,장성군,3,4,8301,제과점,600000,24,40대,25000.0
202602,경기도,군포시,3,6,8021,스넥,2980000,207,60대 이상,14396.135265700483
202603,전북특별자치도,익산시,3,6,8301,제과점,3150000,185,60대 이상,17027.027027027027
202603,충청남도,홍성군,3,3,8005,중국음식,2910000,134,30대,21716.417910447763
202606,전북특별자치도,남원시,3,6,8301,제과점,1730000,105,60대 이상,16476.190476190477
202606,경상북도,포항시 남구,3,3,8021,스넥,2810000,129,30대,21782.945736434107
202603,경상남도,고성군,3,3,8001,일반한식,3860000,110,30대,35090.90909090909
202602,강원특별자치도,동해시,3,4,8005,중국음식,2260000,50,40대,45200.0
202604,강원특별자치도,동해시,3,3,8006,서양음식,4170000,345,30대,12086.95652173913
202601,경상남도,고성군,3,6,4010,편의점,780000,73,60대 이상,10684.931506849314
202603,경기도,성남시 중원구,3,5,8301,제과점,2450000,208,50대,11778.846153846154
202602,경상북도,의성군,3,4,8021,스넥,520000,50,40대,10400.0
202606,충청남도,계룡시,3,3,8006,서양음식,1460000,104,30대,14038.461538461539
202606,경상북도,영천시,3,6,4010,편의점,4100000,376,60대 이상,10904.255319148937
202604,인천광역시,미추홀구,3,2,8301,제과점,4180000,424,20대,9858.490566037735
202605,충청북도,보은군,3,5,8301,제과점,590000,22,50대,26818.18181818182
202603,강원특별자치도,평창군,3,4,8001,일반한식,9670000,234,40대,41324.78632478633
202605,충청북도,충주시,3,6,8005,중국음식,6610000,243,60대 이상,27201.646090534978
202605,경기도,양주시,3,6,4004,대형할인점,14120000,331,60대 이상,42658.61027190332
202602,서울특별시,광진구,3,4,8004,일식회집,3110000,70,40대,44428.57142857143
202606,경상북도,영덕군,3,5,4020,슈퍼마켓,6520000,334,50대,19520.958083832335
202602,전북특별자치도,완주군,3,4,8005,중국음식,1640000,62,40대,26451.612903225807
202604,전라남도,해남군,3,6,4020,슈퍼마켓,5850000,214,60대 이상,27336.448598130843
202603,경상남도,창원시 마산회원구,3,2,8021,스넥,2680000,166,20대,16144.578313253012
202602,강원특별자치도,강릉시,3,6,8301,제과점,2580000,112,60대 이상,23035.714285714286
202606,경상북도,문경시,3,4,8001,일반한식,9120000,426,40대,21408.450704225354
202606,부산광역시,남구,3,4,4004,대형할인점,7530000,305,40대,24688.524590163935
202603,전북특별자치도,전주시 덕진구,3,5,8004,일식회집,3440000,51,50대,67450.98039215687
202604,강원특별자치도,인제군,3,3,4010,편의점,3060000,341,30대,8973.607038123168
202603,경상남도,함양군,3,4,8001,일반한식,2360000,131,40대,18015.26717557252
202603,울산광역시,북구,3,2,8005,중국음식,740000,40,20대,18500.0
202602,서울특별시,관악구,3,1,8001,일반한식,4590000,193,20대 이하,23782.38341968912
202604,서울특별시,영등포구,3,2,8004,일식회집,8230000,203,20대,40541.87192118227
202603,경상북도,울릉군,3,3,4010,편의점,2920000,182,30대,16043.956043956045
202603,전라남도,함평군,3,2,8021,스넥,940000,32,20대,29375.0
202603,전라남도,화순군,3,3,4010,편의점,5510000,669,30대,8236.173393124065
202602,전북특별자치도,남원시,3,5,4004,대형할인점,4800000,113,50대,42477.87610619469
202606,서울특별시,중구,3,2,4004,대형할인점,9470000,314,20대,30159.23566878981
202601,울산광역시,동구,3,5,8004,일식회집,970000,20,50대,48500.0
202605,경상남도,남해군,3,6,8005,중국음식,2300000,85,60대 이상,27058.823529411766
202605,전라남도,함평군,3,1,4010,편의점,200000,32,20대 이하,6250.0
202603,대전광역시,유성구,3,5,8301,제과점,3530000,307,50대,11498.371335504886
202602,충청남도,당진시,3,1,8006,서양음식,2200000,115,20대 이하,19130.434782608696
202606,충청북도,영동군,3,6,8301,제과점,240000,17,60대 이상,14117.64705882353
202602,서울특별시,강북구,3,4,8021,스넥,1490000,111,40대,13423.423423423423
202604,경기도,동두천시,3,3,8005,중국음식,1310000,45,30대,29111.11111111111
202604,경기도,광명시,3,1,4010,편의점,870000,147,20대 이하,5918.367346938776
202604,강원특별자치도,동해시,3,3,8021,스넥,480000,32,30대,15000.0
202605,대구광역시,군위군,3,4,4010,편의점,1320000,141,40대,9361.702127659575
202604,충청북도,청주시 서원구,3,5,8301,제과점,4510000,383,50대,11775.456919060052
202606,경상북도,의성군,3,4,8005,중국음식,640000,21,40대,30476.190476190477
202605,경기도,성남시 분당구,3,6,8005,중국음식,4220000,90,60대 이상,46888.88888888889
202604,경기도,여주시,3,5,8301,제과점,1430000,98,50대,14591.836734693878
202606,전라남도,영광군,3,2,8021,스넥,630000,31,20대,20322.58064516129
202605,강원특별자치도,강릉시,3,1,4020,슈퍼마켓,2810000,179,20대 이하,15698.324022346369
202605,경상남도,남해군,3,6,8301,제과점,1650000,105,60대 이상,15714.285714285714
202605,경상북도,경주시,3,5,8005,중국음식,4590000,151,50대,30397.350993377484
202602,강원특별자치도,횡성군,3,1,4020,슈퍼마켓,510000,23,20대 이하,22173.91304347826
202603,울산광역시,남구,3,2,8004,일식회집,3490000,118,20대,29576.271186440677
202605,경상북도,영주시,3,3,4004,대형할인점,2390000,83,30대,28795.180722891568
202606,경상남도,밀양시,3,6,4004,대형할인점,6740000,190,60대 이상,35473.68421052631
202603,강원특별자치도,동해시,3,4,4004,대형할인점,4070000,57,40대,71403.50877192983
202603,충청남도,태안군,3,3,8005,중국음식,1060000,24,30대,44166.666666666664
202604,전라남도,나주시,3,4,4004,대형할인점,2000000,60,40대,33333.333333333336
202602,서울특별시,서초구,3,4,4020,슈퍼마켓,3890000,250,40대,15560.0
202602,경상남도,산청군,3,3,8301,제과점,150000,13,30대,11538.461538461539
202602,대구광역시,수성구,3,2,8001,일반한식,16210000,365,20대,44410.95890410959
202603,전북특별자치도,장수군,3,6,8005,중국음식,1630000,80,60대 이상,20375.0
202605,부산광역시,금정구,3,5,8301,제과점,4250000,342,50대,12426.900584795321
202603,전북특별자치도,전주시 덕진구,3,4,4004,대형할인점,5680000,209,40대,27177.033492822968
202601,경기도,광명시,3,2,4020,슈퍼마켓,3780000,248,20대,15241.935483870968
202603,충청남도,홍성군,3,3,4010,편의점,21820000,2145,30대,10172.494172494173
202606,경상북도,영덕군,3,5,4010,편의점,4510000,414,50대,10893.719806763285
202602,충청남도,공주시,3,6,4010,편의점,6520000,595,60대 이상,10957.98319327731
202602,전북특별자치도,남원시,3,2,8021,스넥,1290000,85,20대,15176.470588235294
202602,서울특별시,은평구,3,2,8004,일식회집,660000,24,20대,27500.0
202603,충청남도,서산시,3,6,4020,슈퍼마켓,15600000,662,60대 이상,23564.954682779455
202601,충청북도,단양군,3,4,8006,서양음식,890000,55,40대,16181.818181818182
202602,전북특별자치도,고창군,3,4,8301,제과점,640000,51,40대,12549.019607843138
202604,서울특별시,동대문구,3,4,8005,중국음식,5120000,205,40대,24975.60975609756
202604,부산광역시,중구,3,1,8001,일반한식,4330000,139,20대 이하,31151.07913669065
202601,경기도,용인시 기흥구,3,5,8005,중국음식,2810000,110,50대,25545.454545454544
202603,대구광역시,서구,3,4,8005,중국음식,1570000,71,40대,22112.676056338027
202601,울산광역시,북구,3,4,8006,서양음식,6350000,532,40대,11936.09022556391
202603,경기도,의왕시,3,2,4010,편의점,5450000,813,20대,6703.567035670357
202603,경기도,부천시 원미구,3,1,4004,대형할인점,440000,43,20대 이하,10232.558139534884
202604,경상북도,포항시 북구,3,5,8021,스넥,2370000,132,50대,17954.545454545456
202601,경기도,가평군,3,3,8006,서양음식,3280000,202,30대,16237.623762376237
202602,서울특별시,마포구,3,5,8005,중국음식,7980000,213,50대,37464.788732394365
202605,경기도,동두천시,3,3,8001,일반한식,14030000,387,30대,36253.229974160204
202603,경상북도,문경시,3,6,4004,대형할인점,1390000,56,60대 이상,24821.428571428572
202604,서울특별시,성동구,3,5,4020,슈퍼마켓,16500000,1214,50대,13591.433278418452
202606,경상북도,청송군,3,5,8001,일반한식,5030000,124,50대,40564.51612903226
202604,경기도,안양시 만안구,3,1,4004,대형할인점,1730000,101,20대 이하,17128.712871287127
202601,서울특별시,은평구,3,3,4004,대형할인점,14370000,366,30대,39262.29508196721
202606,서울특별시,도봉구,3,4,4020,슈퍼마켓,6930000,438,40대,15821.917808219177
202601,울산광역시,동구,3,1,4020,슈퍼마켓,270000,41,20대 이하,6585.365853658536
202602,경기도,남양주시,3,1,8001,일반한식,1770000,129,20대 이하,13720.93023255814
202604,경기도,의왕시,3,4,8005,중국음식,2240000,88,40대,25454.545454545456
202603,경상남도,산청군,3,6,8001,일반한식,4180000,196,60대 이상,21326.530612244896
202603,경기도,하남시,3,6,8301,제과점,3370000,277,60대 이상,12166.06498194946
202601,경상북도,봉화군,3,3,4020,슈퍼마켓,6220000,195,30대,31897.4358974359
202602,강원특별자치도,강릉시,3,4,8021,스넥,3530000,200,40대,17650.0
202604,전라남도,장성군,3,5,8005,중국음식,1260000,43,50대,29302.325581395347
202603,경기도,화성시 효행구,3,5,8005,중국음식,2810000,112,50대,25089.285714285714
202604,전북특별자치도,정읍시,3,3,8005,중국음식,1370000,54,30대,25370.37037037037
202605,서울특별시,서초구,3,5,4020,슈퍼마켓,5540000,320,50대,17312.5
202602,충청남도,계룡시,3,3,8006,서양음식,800000,60,30대,13333.333333333334
202601,대전광역시,대덕구,3,1,8021,스넥,820000,79,20대 이하,10379.746835443038
202603,부산광역시,해운대구,3,1,4020,슈퍼마켓,5530000,598,20대 이하,9247.491638795987
202602,강원특별자치도,고성군,3,3,8021,스넥,530000,23,30대,23043.478260869564
202605,충청북도,단양군,3,4,8001,일반한식,6050000,155,40대,39032.25806451613
202605,서울특별시,용산구,3,1,8301,제과점,300000,31,20대 이하,9677.41935483871
202601,경상남도,창원시 마산회원구,3,5,4010,편의점,10300000,1216,50대,8470.394736842105
202606,경기도,의왕시,3,6,4004,대형할인점,8070000,342,60대 이상,23596.491228070176
202605,경상남도,진주시,3,4,8005,중국음식,1930000,78,40대,24743.589743589742
202604,경기도,안산시 단원구,3,5,8004,일식회집,9850000,161,50대,61180.124223602485
202603,경상북도,김천시,3,2,8301,제과점,1360000,132,20대,10303.030303030304
202606,경상남도,함양군,3,2,4020,슈퍼마켓,1230000,57,20대,21578.947368421053
202601,부산광역시,중구,3,2,4004,대형할인점,6620000,126,20대,52539.68253968254
202605,서울특별시,강북구,3,4,8301,제과점,1910000,210,40대,9095.238095238095
202602,충청북도,증평군,3,4,8001,일반한식,5970000,179,40대,33351.95530726257
202605,경상북도,청도군,3,4,4004,대형할인점,1220000,40,40대,30500.0
202603,경상북도,구미시,3,2,8021,스넥,7540000,372,20대,20268.817204301075
202604,부산광역시,사상구,3,2,8005,중국음식,5310000,318,20대,16698.11320754717
202601,대구광역시,달성군,3,5,8004,일식회집,1600000,32,50대,50000.0
202603,경기도,남양주시,3,3,8301,제과점,3930000,350,30대,11228.57142857143
202601,대구광역시,남구,3,3,8004,일식회집,500000,17,30대,29411.764705882353
202602,전라남도,구례군,3,3,4010,편의점,740000,64,30대,11562.5
202602,충청북도,옥천군,3,5,8006,서양음식,1420000,79,50대,17974.683544303796
202602,전라남도,여수시,3,5,8005,중국음식,5650000,174,50대,32471.264367816093
202603,인천광역시,동구,3,3,8301,제과점,380000,42,30대,9047.619047619048
202604,경기도,구리시,3,2,8301,제과점,420000,52,20대,8076.923076923077
202606,전북특별자치도,전주시 덕진구,3,5,4004,대형할인점,4370000,180,50대,24277.777777777777
202601,부산광역시,연제구,3,6,8004,일식회집,1750000,28,60대 이상,62500.0
202601,전라남도,고흥군,3,5,8301,제과점,930000,43,50대,21627.906976744187
202602,강원특별자치도,태백시,3,6,4010,편의점,1980000,191,60대 이상,10366.492146596858
202603,경기도,부천시 소사구,3,3,8004,일식회집,2050000,57,30대,35964.912280701756
202603,충청남도,태안군,3,2,8001,일반한식,2610000,91,20대,28681.31868131868
202604,경상북도,예천군,3,3,8001,일반한식,2320000,79,30대,29367.08860759494
202604,강원특별자치도,양구군,3,5,8006,서양음식,1150000,113,50대,10176.991150442478
202605,경기도,수원시 영통구,3,2,8005,중국음식,5990000,302,20대,19834.437086092716
202605,경상북도,영천시,3,5,8001,일반한식,26610000,642,50대,41448.59813084112
202601,충청남도,계룡시,3,4,4010,편의점,1770000,186,40대,9516.129032258064
202605,경기도,성남시 분당구,3,2,8021,스넥,1620000,123,20대,13170.731707317073
202606,대전광역시,유성구,3,3,8005,중국음식,4790000,196,30대,24438.775510204083
202606,전라남도,완도군,3,2,8021,스넥,3080000,100,20대,30800.0
202604,경기도,수원시 장안구,3,2,8004,일식회집,1980000,85,20대,23294.117647058825
202606,인천광역시,계양구,3,2,8021,스넥,1480000,112,20대,13214.285714285714
202601,대구광역시,달서구,3,1,8005,중국음식,860000,60,20대 이하,14333.333333333334
202602,경상북도,울진군,3,6,4010,편의점,920000,122,60대 이상,7540.983606557377
202604,부산광역시,북구,3,6,8005,중국음식,2690000,94,60대 이상,28617.021276595744
202602,전라남도,화순군,3,3,8006,서양음식,3330000,283,30대,11766.784452296819
202604,경상북도,예천군,3,3,8006,서양음식,1270000,125,30대,10160.0
202601,경기도,과천시,3,2,8006,서양음식,660000,100,20대,6600.0
202602,전북특별자치도,고창군,3,3,8006,서양음식,2830000,214,30대,13224.29906542056
202606,경상북도,칠곡군,3,5,8301,제과점,1650000,131,50대,12595.419847328245
202604,울산광역시,북구,3,3,8004,일식회집,360000,11,30대,32727.272727272728
202603,강원특별자치도,춘천시,3,6,8301,제과점,2090000,164,60대 이상,12743.90243902439
202605,경기도,용인시 수지구,3,2,8301,제과점,1000000,121,20대,8264.462809917355
202605,경기도,의왕시,3,6,4020,슈퍼마켓,13640000,859,60대 이상,15878.928987194413
202606,전라남도,목포시,3,2,8005,중국음식,1830000,94,20대,19468.08510638298
202601,경기도,안산시 상록구,3,6,8004,일식회집,3900000,53,60대 이상,73584.90566037736
202606,강원특별자치도,태백시,3,3,4020,슈퍼마켓,2470000,143,30대,17272.727272727272
202601,부산광역시,영도구,3,2,4020,슈퍼마켓,2330000,216,20대,10787.037037037036
202602,전라남도,강진군,3,4,4010,편의점,3510000,310,40대,11322.58064516129
202605,충청남도,서천군,3,4,8005,중국음식,1180000,40,40대,29500.0
202604,경상북도,청도군,3,6,4020,슈퍼마켓,1180000,69,60대 이상,17101.44927536232
202601,경기도,양평군,3,4,8006,서양음식,3770000,244,40대,15450.819672131147
202603,인천광역시,동구,3,2,8001,일반한식,1110000,47,20대,23617.021276595744
202603,서울특별시,은평구,3,4,8001,일반한식,21130000,714,40대,29593.837535014005
202606,충청북도,증평군,3,3,8006,서양음식,7370000,519,30대,14200.38535645472
202602,충청남도,금산군,3,3,4020,슈퍼마켓,30770000,1198,30대,25684.474123539232
202601,충청북도,증평군,3,6,4010,편의점,1930000,191,60대 이상,10104.712041884817
202603,경상남도,김해시,3,1,4020,슈퍼마켓,9290000,846,20대 이하,10981.087470449173
202602,전북특별자치도,전주시 완산구,3,6,8301,제과점,6980000,435,60대 이상,16045.977011494253
202605,서울특별시,서대문구,3,5,4020,슈퍼마켓,17230000,896,50대,19229.910714285714
202605,경상남도,창원시 마산합포구,3,2,8001,일반한식,27290000,1107,20대,24652.213188798556
202604,전북특별자치도,순창군,3,4,4020,슈퍼마켓,6190000,269,40대,23011.152416356876
202603,경상북도,성주군,3,5,8021,스넥,1100000,90,50대,12222.222222222223
202605,인천광역시,계양구,3,1,4010,편의점,2020000,325,20대 이하,6215.384615384615
202605,충청남도,홍성군,3,5,8001,일반한식,24520000,665,50대,36872.18045112782
202602,광주광역시,광산구,3,5,8005,중국음식,9170000,281,50대,32633.451957295372
202601,충청북도,단양군,3,2,8021,스넥,340000,29,20대,11724.137931034482
202604,부산광역시,서구,3,2,8005,중국음식,2480000,172,20대,14418.60465116279
202601,충청북도,옥천군,3,3,8005,중국음식,360000,18,30대,20000.0
202604,서울특별시,도봉구,3,2,8005,중국음식,470000,19,20대,24736.842105263157
202604,전라남도,신안군,3,3,8021,스넥,800000,26,30대,30769.23076923077
202601,경기도,동두천시,3,6,8006,서양음식,1370000,120,60대 이상,11416.666666666666
202604,부산광역시,동구,3,2,8301,제과점,1210000,137,20대,8832.116788321167
202606,경상북도,상주시,3,4,4010,편의점,12680000,1033,40대,12274.927395934172
202601,충청남도,홍성군,3,5,8006,서양음식,4450000,254,50대,17519.685039370077
202602,광주광역시,동구,3,1,4010,편의점,6460000,695,20대 이하,9294.964028776978
202604,경기도,가평군,3,6,8021,스넥,770000,38,60대 이상,20263.157894736843
202606,서울특별시,구로구,3,1,8005,중국음식,650000,43,20대 이하,15116.279069767443
202603,대구광역시,달성군,3,1,8001,일반한식,1140000,65,20대 이하,17538.46153846154
202605,전라남도,완도군,3,3,8001,일반한식,10690000,260,30대,41115.38461538462
202604,부산광역시,연제구,3,4,4020,슈퍼마켓,9640000,771,40대,12503.242542153048
202605,전라남도,담양군,3,6,8021,스넥,670000,22,60대 이상,30454.545454545456
202603,경상북도,영덕군,3,4,8006,서양음식,2640000,234,40대,11282.051282051281
202602,서울특별시,도봉구,3,5,8301,제과점,1690000,142,50대,11901.408450704226
202601,울산광역시,남구,3,6,8004,일식회집,1780000,31,60대 이상,57419.354838709674
202605,강원특별자치도,춘천시,3,2,8004,일식회집,1860000,54,20대,34444.444444444445
202605,경기도,광명시,3,2,8005,중국음식,790000,34,20대,23235.29411764706
202605,전북특별자치도,완주군,3,1,4020,슈퍼마켓,2490000,266,20대 이하,9360.902255639097
202601,서울특별시,금천구,3,4,8301,제과점,4950000,509,40대,9724.950884086444
202604,충청남도,부여군,3,5,8021,스넥,810000,31,50대,26129.032258064515
202606,경기도,성남시 분당구,3,5,8021,스넥,4890000,278,50대,17589.928057553956
202602,경상북도,경주시,3,6,4010,편의점,9060000,967,60대 이상,9369.18304033092
202602,경상남도,통영시,3,2,8005,중국음식,1110000,53,20대,20943.396226415094
202602,경기도,연천군,3,3,8006,서양음식,910000,64,30대,14218.75
202606,전북특별자치도,고창군,3,5,8006,서양음식,1820000,134,50대,13582.089552238805
202602,충청북도,충주시,3,6,8006,서양음식,8990000,646,60대 이상,13916.40866873065
202606,대구광역시,서구,3,1,4020,슈퍼마켓,2860000,308,20대 이하,9285.714285714286
